x,y,z,ap_x,ap_y,ap_tipo,dist_euclid,rssi_dbm,n_rayos,pl_min_db,delayspread_ns,refl_dom,cruces_nlos
51.96,45,1,52.2,84.6,1,39.600727266049,-32.5840150129673,55,78.3840150129673,25.7781824737842,0,0
51.96,50,1,52.2,84.6,1,34.6008323599303,-31.412540252891,45,77.212540252891,20.9554748587153,0,0
51.96,55,1,52.2,84.6,1,29.6009729569823,-30.0582566739322,34,75.8582566739322,19.4171405999237,0,0
51.96,60,1,52.2,84.6,1,24.6011707038507,-28.4534687172062,75,74.2534687172062,16.4330118963424,0,0
51.96,65,1,52.2,84.6,1,19.6014693326801,-26.4842445201346,48,72.2842445201346,5.87287905211028,0,0
51.96,70,1,52.2,84.6,1,14.6019724694988,-23.9357348021745,40,69.7357348021745,7.67480857342891,0,0
51.96,75,1,52.2,84.6,1,9.60299953139642,-20.322162481635,30,66.122162481635,6.69193050023898,0,0
51.96,80,1,52.2,84.6,1,4.60625661464925,-14.0941547443683,17,59.8941547443683,4.68295945967146,0,0
51.96,85,1,52.2,84.6,1,0.46647615158763,-1.48222970286875,20,47.2822297028687,3.67706537868043,0,0
51.96,90,1,52.2,84.6,1,5.40533070218651,-15.4297829886644,55,61.2297829886644,4.91816802391228,0,0
51.96,95,1,52.2,84.6,1,10.4027688621828,-21.0101095976922,62,66.8101095976922,5.01970820356659,0,0
51.96,100,1,52.2,84.6,1,15.4018700163324,-24.3969217575068,73,70.1969217575068,10.9859744449004,0,0
51.96,105,1,52.2,84.6,1,20.4014117158593,-26.8308095137628,89,72.6308095137628,15.1609016579654,0,0
51.96,110,1,52.2,84.6,1,25.4011338329611,-28.7309711289049,49,74.5309711289049,16.4281609049942,0,0
51.96,115,1,52.2,84.6,1,30.4009473536599,-30.2896221642694,52,76.0896221642694,13.3409137434629,0,0
51.96,120,1,52.2,84.6,1,35.4008135499737,-31.610912216461,51,77.410912216461,8.15668596071322,0,0
51.96,125,1,52.2,84.6,1,40.4007128649978,-32.7576238221279,93,78.5576238221279,9.72363644241601,0,0
51.96,130,1,52.2,84.6,1,45.4006343568017,-33.7705281988414,53,79.5705281988414,6.19453415939142,0,0
51.96,135,1,52.2,84.6,1,50.4005714253321,-34.6776018537675,26,80.4776018537675,2.49828898077829,0,0
0,0,1,-0.3,43.8,2,43.801027385211,-43.9591323487965,69,79.2591323487965,29.1734071665305,0,0
0,5,1,-0.3,43.8,2,38.8011597764809,-42.9069611519682,73,78.2069611519682,32.9989010363718,0,0
0,10,1,-0.3,43.8,2,33.801331334727,-41.7096589347481,69,77.0096589347481,36.0056734673676,0,0
0,15,1,-0.3,43.8,2,28.8015624576168,-40.320736553048,59,75.6207365530479,35.6899369156933,0,0
0,20,1,-0.3,43.8,2,23.8018906812043,-38.6670715441733,50,73.9670715441733,31.7079657197322,0,0
0,25,1,-0.3,43.8,2,18.8023934646629,-36.6237132153094,120,71.9237132153093,25.4317198450081,0,0
0,30,1,-0.3,43.8,2,13.8032604843928,-33.9495513952548,76,69.2495513952548,21.9221998047202,0,0
0,35,1,-0.3,43.8,2,8.805112151472,-30.077539283127,68,65.377539283127,17.1639379780341,0,0
0,40,1,-0.3,43.8,2,3.81182371050918,-23.0388978658893,46,58.3388978658893,5.20357279420015,0,0
0,45,1,-0.3,43.8,2,1.2369316876853,-15.1583885203619,19,50.4583885203619,4.10757540522907,0,0
0,50,1,-0.3,43.8,2,6.2072538211354,-27.0964514520335,33,62.3964514520335,14.3538424068311,0,0
0,55,1,-0.3,43.8,2,11.2040171367238,-32.1491183890012,46,67.4491183890012,22.6549202968861,0,0
0,60,1,-0.3,43.8,2,16.2027775396689,-35.3354839288649,58,70.6354839288649,29.3992803075863,0,0
0,65,1,-0.3,43.8,2,21.2021225352558,-37.6644204604375,63,72.9644204604375,31.8087659288765,0,0
0,70,1,-0.3,43.8,2,26.2017175009578,-39.5000998398115,56,74.8000998398115,33.8738223514918,0,0
0,75,1,-0.3,43.8,2,31.2014422743565,-41.0151354387165,50,76.3151354387165,44.99699910228,0,0
0,80,1,-0.3,43.8,2,36.2012430725797,-42.3049655997313,60,77.6049655997313,40.6630319648006,0,0
0,85,1,-0.3,43.8,2,41.2010922185323,-43.4279155278729,64,78.7279155278729,43.8452088816537,0,0
0,90,1,-0.3,43.8,2,46.2009740157066,-44.4222400765012,68,79.7222400765012,41.7421889687684,0,0
0,95,1,-0.3,43.8,2,51.2008788987064,-45.3143879579458,49,80.6143879579458,49.9477210994575,0,0
0,100,1,-0.3,43.8,2,56.2008007060398,-46.1234081424217,45,81.4234081424217,55.3909916404542,0,0
0,105,1,-0.3,43.8,2,61.2007352897006,-46.8634754538219,47,82.1634754538219,57.4229820515054,0,0
0,110,1,-0.3,43.8,2,66.2006797548182,-47.5454231398522,44,82.8454231398522,54.608777433724,0,0
0,115,1,-0.3,43.8,2,71.2006320196668,-48.1777168744132,55,83.4777168744131,52.8129193677835,0,0
0,120,1,-0.3,43.8,2,76.2005905488927,-48.7670979277661,30,84.0670979277661,44.2097491643969,0,0
0,125,1,-0.3,43.8,2,81.200554185301,-49.3190217916123,27,84.6190217916123,49.859183034895,0,0
0,130,1,-0.3,43.8,2,86.2005220401826,-49.8379656617575,26,85.1379656617575,51.17663235769,0,0
0,135,1,-0.3,43.8,2,91.2004934197179,-50.3276491805335,33,85.6276491805335,46.836449361621,0,0
0,0,1,-0.1,8,2,8.00062497558785,-29.2569849689986,37,64.5569849689985,13.1821223895925,0,0
0,5,1,-0.1,8,2,3.00166620396073,-21.1315240833969,31,56.4315240833969,5.11744931765843,0,0
0,10,1,-0.1,8,2,2.00249843945008,-18.1255605672762,23,53.4255605672762,4.65290650270259,0,0
0,15,1,-0.1,8,2,7.00071424927486,-28.1177518540804,53,63.4177518540804,4.69112068567857,0,0
0,20,1,-0.1,8,2,12.0004166594331,-32.7411628340617,70,68.0411628340617,19.7466981245166,0,0
0,25,1,-0.1,8,2,17.0002941151028,-35.7513130417293,33,71.0513130417293,24.0052899572044,0,0
0,30,1,-0.1,8,2,22.0002272715534,-37.9846902389573,47,73.2846902389573,31.5022532199611,0,0
0,35,1,-0.1,8,2,27.0001851845501,-39.7604714017956,51,75.0604714017956,26.6179469389118,0,0
0,40,1,-0.1,8,2,32.0001562496185,-41.2344643325082,61,76.5344643325082,31.683350197269,0,0
0,45,1,-0.1,8,2,37.0001351348884,-42.4944206803793,92,77.7944206803793,32.4318549817266,0,0
0,50,1,-0.1,8,2,42.0001190474503,-43.5946550116921,46,78.8946550116921,43.3956090039942,0,0
0,55,1,-0.1,8,2,47.0001063828583,-44.5711256967444,59,79.8711256967444,45.7550815555921,0,0
0,60,1,-0.1,8,2,52.0000961537573,-45.4488720582488,59,80.7488720582488,48.5884911630978,0,0
0,65,1,-0.1,8,2,57.0000877192307,-46.2460302812791,62,81.5460302812791,48.1656557920725,0,0
0,70,1,-0.1,8,2,62.0000806451088,-46.9761580450086,64,82.2761580450086,60.4792061833558,0,0
0,75,1,-0.1,8,2,67.0000746268241,-47.6496563911091,34,82.9496563911091,58.8386450379115,0,0
0,80,1,-0.1,8,2,72.000069444411,-48.2746792918247,33,83.5746792918247,61.8472338622147,0,0
0,85,1,-0.1,8,2,77.0000649350376,-48.8577375659246,41,84.1577375659245,77.9777482109194,0,0
0,90,1,-0.1,8,2,82.0000609755871,-49.4041126532539,41,84.7041126532539,75.5961667524775,0,0
0,95,1,-0.1,8,2,87.0000574712454,-49.918147840648,40,85.218147840648,74.0800654080683,0,0
