105.00,4.00,0.00,160.80,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
106.00,4.00,0.00,160.80,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
107.00,4.00,0.00,160.80,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
108.00,4.00,0.00,160.80,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
109.00,4.00,0.00,160.80,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
110.00,4.00,0.00,158.95,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
111.00,4.00,0.00,156.73,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
112.00,4.00,0.00,154.51,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
113.00,4.00,0.00,152.29,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
114.00,4.00,0.00,150.07,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
115.00,4.00,0.00,147.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
116.00,4.00,0.00,145.63,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
117.00,4.00,0.00,143.41,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
118.00,4.00,0.00,141.19,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
119.00,4.00,0.00,138.97,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
120.00,4.00,0.00,136.76,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
121.00,4.00,1.64,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
122.00,4.00,3.69,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
123.00,4.00,5.91,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
124.00,4.00,8.13,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
125.00,4.00,10.35,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
126.00,4.00,12.57,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
127.00,4.00,14.79,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
128.00,4.00,17.01,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
129.00,4.00,19.23,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
130.00,4.00,21.45,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
131.00,4.00,23.67,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
132.00,4.00,25.89,134.85,0.00,134.85,0.00,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
133.00,4.00,28.11,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
134.00,4.00,30.33,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
135.00,4.00,32.55,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
136.00,4.00,34.77,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
137.00,4.00,36.99,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
138.00,4.00,39.21,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
139.00,4.00,41.43,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
140.00,4.00,43.65,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
141.00,4.00,45.87,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
142.00,4.00,48.09,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
143.00,4.00,50.31,134.85,51.96,134.85,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
144.00,4.00,51.96,134.82,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
145.00,4.00,51.96,133.21,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
146.00,4.00,51.96,130.99,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
147.00,4.00,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
148.00,4.00,50.29,128.43,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
